record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision
SWM_104584,East Zone,District_B,39,2025-03-01,00:38,Market,CP_2837,9.552015,72.057258,Mixed,Mixed Wet,107.43,10.62,72.18,28.47,21.25,20.28,20.85,19.84,13.58,0.48,9.61,33.38,90.88,83.48,30,7,32.13,Yes,Dump Truck,5707,41.91,21,38.81,High,Transfer Station,50.0,87.78,98.99,33.85,41.25,27.49,92.51,390.82,92.08,High,Energy Recovery
SWM_104585,Suburban Zone,District_G,47,2024-08-31,06:28,Industrial,CP_2295,13.777915,80.45091,Organic,Crop Residue,516.85,8.88,60.84,70.96,49.26,9.71,21.83,53.67,1.82,2.36,4.4,19.98,48.42,50.04,39,10,85.74,No,Electric Vehicle,6408,59.13,103,9.22,High,Recycling Plant,20.85,91.16,89.02,96.25,84.08,54.67,57.66,279.3,6.23,High,Landfill
SWM_104586,West Zone,District_E,15,2025-01-18,15:11,Residential,CP_6541,22.354377,93.495312,Mixed,Mixed Wet,104.83,2.66,19.8,1.19,11.11,22.66,32.2,2.41,6.31,8.45,9.26,20.08,69.78,82.89,124,10,97.46,Yes,Mini Truck,5246,2.85,154,32.48,Low,Recovery Center,61.52,7.09,34.02,54.94,5.31,70.57,87.39,346.74,83.3,High,Composting
SWM_104587,East Zone,District_C,14,2025-05-20,12:55,Industrial,CP_7577,26.255853,69.68432,Mixed,Mixed Wet,270.03,10.13,71.72,34.29,41.66,46.48,39.19,48.27,4.15,1.0,8.96,35.84,82.7,9.27,171,8,65.04,Yes,Electric Vehicle,3725,52.56,74,4.33,Moderate,Recycling Plant,93.17,65.81,36.82,67.68,71.43,63.62,72.67,114.57,66.96,Low,Energy Recovery
SWM_104588,West Zone,District_B,27,2025-05-12,04:35,Industrial,CP_3726,17.157747,71.74457,Mixed,General Waste,570.09,7.29,89.95,83.91,32.68,38.98,7.44,28.22,6.05,6.11,8.05,30.47,84.86,90.37,256,4,41.61,Yes,Auto Tipper,8788,32.44,39,34.32,High,Transfer Station,75.34,82.09,25.81,78.0,40.57,96.0,46.59,542.29,81.26,High,Energy Recovery
SWM_104589,Suburban Zone,District_E,34,2025-03-01,16:03,Residential,CP_1203,35.067093,84.408599,Plastic,HDPE,205.18,7.9,26.82,85.07,6.86,11.99,31.34,25.05,2.38,9.94,4.56,30.91,46.46,7.93,211,5,39.35,Yes,Electric Vehicle,5409,17.53,165,23.7,High,Waste Processing Unit,93.62,13.98,97.47,47.41,58.3,3.5,85.09,525.63,91.63,Low,Composting
SWM_104590,Suburban Zone,District_F,5,2025-02-20,17:56,Institutional,CP_3391,12.212834,79.732375,Glass,Container,765.26,5.18,34.64,8.56,6.37,21.63,21.62,49.49,13.61,4.0,8.43,32.68,92.95,111.5,285,6,77.05,Yes,Compactor Truck,10471,12.16,33,37.14,Low,Composting Facility,11.68,81.84,49.43,61.15,87.13,79.3,5.85,247.21,116.6,Low,Recycling
SWM_104591,Industrial Zone,District_F,28,2025-04-05,13:06,Industrial,CP_5235,18.322147,91.359312,Glass,Bottle,588.22,11.48,85.74,45.73,18.23,15.06,11.78,37.79,5.5,8.68,3.02,44.73,69.7,42.69,163,10,66.88,Yes,Mini Truck,1511,22.34,23,21.58,High,Transfer Station,52.59,76.53,44.68,94.86,9.84,32.1,74.7,373.92,19.26,Low,Landfill
SWM_104592,West Zone,District_C,17,2024-08-28,10:55,Residential,CP_4899,31.599343,87.258878,Organic,Food Waste,475.49,10.54,75.92,31.61,43.58,42.96,2.59,19.71,5.83,2.72,5.08,39.5,55.97,5.12,329,3,88.31,Yes,Auto Tipper,4668,13.1,84,18.4,Low,Waste Processing Unit,2.06,43.95,37.47,28.91,93.73,67.83,91.55,301.33,64.35,Medium,Composting
SWM_104593,Industrial Zone,District_G,28,2025-06-30,12:08,Commercial,CP_1382,35.516881,81.275127,Paper,Newspaper,44.25,7.81,21.83,95.34,5.55,44.88,5.8,15.48,2.28,3.33,1.07,28.11,43.26,89.03,223,7,68.9,No,Auto Tipper,1869,41.32,78,20.64,High,Transfer Station,85.31,35.37,40.23,9.67,99.9,45.21,91.57,517.5,34.82,High,Energy Recovery
SWM_104594,Suburban Zone,District_E,20,2025-01-04,16:45,Institutional,CP_7042,22.537473,85.056481,Glass,Bottle,679.09,1.35,75.4,11.2,35.91,43.11,9.35,2.77,0.72,1.89,5.41,42.11,73.17,96.59,199,8,39.73,Yes,Electric Vehicle,11863,23.57,152,21.93,Low,Composting Facility,36.76,75.23,97.04,76.91,94.02,97.86,32.13,385.02,93.13,High,Energy Recovery
SWM_104595,East Zone,District_D,51,2025-03-23,10:08,Industrial,CP_3074,25.950817,85.352718,Organic,Crop Residue,307.28,6.46,33.96,22.58,30.41,19.97,5.77,29.31,9.55,1.04,5.31,20.37,84.21,49.05,181,6,39.45,No,Mini Truck,8787,23.27,84,26.77,High,Composting Facility,47.77,60.29,59.6,69.54,93.2,65.29,16.49,295.53,26.91,Low,Composting
SWM_104596,East Zone,District_A,13,2025-06-19,14:13,Hospital,CP_8993,11.960101,89.591251,Mixed,Municipal Mixed,141.11,9.41,49.41,42.39,69.87,45.0,8.62,48.0,9.09,4.96,2.38,39.67,86.1,87.58,167,1,42.08,Yes,Mini Truck,2061,5.19,5,20.2,Moderate,Waste Processing Unit,26.83,34.23,33.01,21.1,98.46,85.56,8.27,509.65,7.89,Low,Landfill
SWM_104597,Urban Zone,District_H,39,2025-03-01,23:06,Residential,CP_4673,32.142643,73.647578,Metal,Copper,385.75,3.96,54.14,44.63,2.85,37.56,19.26,12.6,8.93,1.83,5.44,29.61,60.09,68.85,161,10,23.32,No,Dump Truck,5939,38.6,39,13.38,High,Composting Facility,33.95,77.37,18.14,33.83,6.8,96.57,22.7,530.86,74.29,High,Energy Recovery
SWM_104598,Suburban Zone,District_C,45,2024-08-22,20:00,Market,CP_8085,20.461915,84.851254,Glass,Container,462.64,7.24,33.79,88.52,62.41,48.89,33.36,21.76,4.77,4.67,0.6,28.62,22.47,20.65,328,8,45.11,Yes,Dump Truck,9192,38.97,86,39.02,High,Waste Processing Unit,16.17,9.92,92.49,49.69,61.22,2.06,32.65,322.78,34.86,High,Recycling
SWM_104599,Urban Zone,District_C,9,2025-07-11,09:36,Hospital,CP_4270,31.360934,85.595891,Paper,Newspaper,765.17,8.43,18.06,52.25,12.34,43.04,13.23,26.24,13.07,2.65,4.6,39.19,24.96,33.31,191,3,28.85,No,Mini Truck,6900,44.96,122,7.58,High,Transfer Station,95.88,38.05,52.92,22.26,84.35,23.89,48.01,580.87,59.35,Low,Landfill
SWM_104600,Industrial Zone,District_H,21,2025-04-09,00:00,Market,CP_2958,22.604213,93.037268,Organic,Food Waste,715.84,8.52,6.93,72.38,59.73,17.76,25.49,16.22,4.89,3.58,8.69,43.09,74.15,22.43,48,2,76.13,No,Dump Truck,6052,16.09,122,7.42,Moderate,Recycling Plant,51.05,90.27,36.96,64.25,75.0,84.78,4.17,322.51,108.21,High,Recycling
SWM_104601,Industrial Zone,District_H,16,2024-11-06,19:22,Institutional,CP_9863,16.508514,70.156291,Paper,Office Paper,309.8,8.64,88.03,56.33,74.47,46.77,32.6,26.7,10.96,9.19,8.51,33.23,86.18,100.86,291,1,30.32,Yes,Compactor Truck,1067,17.65,179,33.96,Low,Composting Facility,76.5,38.35,52.77,98.56,38.35,22.21,67.86,137.96,16.5,Low,Energy Recovery
SWM_104602,North Zone,District_H,34,2024-08-06,23:38,Market,CP_7297,33.496604,93.495748,Glass,Bottle,619.42,0.41,22.61,79.23,64.56,24.25,33.52,51.26,12.22,7.57,8.24,21.14,58.97,52.61,275,9,24.47,Yes,Compactor Truck,11862,59.41,39,22.28,Moderate,Recycling Plant,83.31,42.91,31.89,51.66,14.51,18.6,5.84,520.69,67.5,Low,Energy Recovery
SWM_104603,South Zone,District_F,47,2025-04-16,00:51,Industrial,CP_8411,36.602956,91.995348,Mixed,Mixed Wet,451.53,6.45,47.73,5.64,4.31,24.48,35.98,38.98,7.97,6.15,3.13,27.44,75.52,25.05,111,3,33.69,Yes,Compactor Truck,4972,31.62,39,30.17,Moderate,Recycling Plant,30.66,41.51,54.96,88.82,62.58,85.43,38.66,369.11,79.83,High,Landfill
SWM_104604,Industrial Zone,District_E,10,2025-01-26,21:55,Institutional,CP_9697,34.514494,91.399578,Glass,Jar,134.06,8.13,9.43,99.35,32.72,33.41,7.51,46.91,10.43,3.5,3.6,36.39,47.62,113.97,115,1,45.98,Yes,Compactor Truck,5465,16.75,43,30.91,Low,Transfer Station,10.43,56.29,62.34,30.8,95.1,41.61,28.01,423.25,87.94,Low,Energy Recovery
SWM_104605,North Zone,District_G,6,2024-09-20,03:02,Hospital,CP_9468,20.380796,73.258845,Plastic,LDPE,512.82,3.13,23.92,57.79,78.88,34.63,32.41,42.78,5.59,9.07,8.09,36.66,60.6,43.41,199,7,55.97,No,Compactor Truck,8183,19.32,135,36.97,Moderate,Waste Processing Unit,32.87,93.76,44.31,83.75,25.15,96.52,89.71,431.62,110.72,High,Energy Recovery
SWM_104606,East Zone,District_D,43,2024-09-27,13:43,Hospital,CP_5766,26.02105,68.417183,Organic,Crop Residue,216.07,1.25,10.58,47.06,78.16,19.69,38.7,53.46,2.64,8.84,2.57,19.42,29.0,61.97,275,8,69.9,Yes,Dump Truck,7454,2.48,125,28.73,Low,Composting Facility,7.38,65.02,5.97,29.92,88.4,96.01,5.23,501.01,74.08,Low,Landfill
SWM_104607,North Zone,District_C,8,2024-12-03,01:23,Commercial,CP_8249,35.099117,79.249652,Metal,Aluminum,554.69,1.2,30.74,46.45,34.6,38.78,3.9,3.56,1.26,0.03,2.95,42.78,72.2,40.34,87,9,36.44,Yes,Compactor Truck,8959,43.92,72,28.44,Low,Composting Facility,60.04,87.33,61.27,36.27,73.57,23.72,61.54,61.07,54.12,High,Composting
SWM_104608,Central Zone,District_H,52,2024-12-25,21:29,Industrial,CP_4961,10.367154,95.946295,Glass,Broken Glass,136.94,3.78,27.4,31.44,35.49,13.25,15.06,16.0,14.65,2.88,3.03,28.0,67.21,116.41,73,9,67.06,Yes,Dump Truck,11364,59.08,119,15.15,High,Waste Processing Unit,92.04,38.91,62.87,5.18,0.41,22.53,3.87,277.29,56.36,Low,Composting
SWM_104609,South Zone,District_F,58,2024-10-24,05:23,Residential,CP_3330,35.691638,73.025021,Paper,Newspaper,373.11,3.83,10.09,10.68,70.19,19.87,30.62,26.92,13.7,7.02,3.41,41.29,26.52,9.13,291,7,64.39,No,Dump Truck,10964,44.15,148,24.84,Low,Recycling Plant,66.27,26.06,87.79,97.17,38.83,40.89,45.38,152.06,21.22,Low,Composting
SWM_104610,South Zone,District_F,6,2025-07-22,11:28,Institutional,CP_7688,30.530752,85.583545,Paper,Cardboard,137.24,6.05,89.66,52.66,72.98,41.78,4.42,24.28,8.4,6.49,2.91,18.21,43.22,67.98,291,7,48.05,Yes,Auto Tipper,11717,23.46,161,33.79,Low,Recovery Center,41.69,96.83,16.4,9.01,21.29,8.8,24.94,344.51,34.76,Medium,Energy Recovery
SWM_104611,North Zone,District_D,57,2025-06-10,10:18,Residential,CP_4190,31.724847,78.403962,Paper,Cardboard,334.98,1.22,28.0,12.05,18.61,32.93,15.27,1.15,4.01,8.71,3.78,33.2,55.91,116.84,213,4,42.3,No,Dump Truck,6406,42.72,156,24.66,High,Transfer Station,61.95,80.65,16.68,84.41,10.33,66.47,20.72,399.6,18.27,High,Composting
SWM_104612,Urban Zone,District_C,1,2025-07-04,09:09,Hospital,CP_6316,28.577974,77.334753,Metal,Copper,538.81,6.66,24.1,53.17,12.72,49.62,23.85,30.64,13.78,3.0,2.28,35.19,88.06,77.98,38,1,21.74,No,Dump Truck,3293,51.89,5,13.3,High,Composting Facility,86.91,98.15,65.13,28.07,22.58,70.45,5.38,404.09,40.56,High,Recycling
SWM_104613,Urban Zone,District_D,40,2024-12-31,10:16,Institutional,CP_8599,8.077843,86.372078,Paper,Newspaper,473.91,6.44,26.14,91.46,2.57,5.53,15.54,23.33,1.92,9.83,9.87,38.88,42.82,40.93,258,2,91.35,Yes,Electric Vehicle,1361,1.44,30,7.91,High,Recycling Plant,27.91,99.86,4.53,64.86,80.96,10.42,12.38,197.18,72.58,Low,Energy Recovery
SWM_104614,North Zone,District_D,9,2024-08-22,03:41,Commercial,CP_4458,15.128218,82.654137,Plastic,HDPE,167.13,9.07,39.39,20.83,63.78,12.01,20.78,2.19,4.66,1.73,2.56,44.62,47.76,17.89,157,6,99.01,No,Compactor Truck,4257,18.7,131,30.19,High,Transfer Station,88.52,35.24,64.51,5.3,39.35,89.57,80.13,176.89,7.13,Medium,Landfill
SWM_104615,Suburban Zone,District_F,26,2025-07-08,08:46,Residential,CP_3252,25.943472,71.476131,Plastic,Plastic Bags,655.38,5.7,38.77,24.71,43.94,41.0,18.87,5.83,8.36,3.27,5.16,20.32,25.58,88.22,273,5,59.09,Yes,Compactor Truck,2323,25.04,106,38.25,Low,Recovery Center,19.28,90.58,83.28,53.01,45.18,12.46,37.08,343.11,45.59,High,Composting
SWM_104616,Industrial Zone,District_G,59,2025-02-10,13:19,Commercial,CP_3747,34.617665,69.304821,Paper,Cardboard,255.38,11.18,11.95,46.59,59.84,16.91,32.37,8.94,14.8,6.43,2.94,19.9,61.79,70.61,347,8,55.37,Yes,Dump Truck,9805,56.35,72,14.25,Low,Recovery Center,57.95,6.84,45.73,78.51,74.74,47.79,85.7,571.93,54.92,Medium,Recycling
SWM_104617,North Zone,District_G,45,2025-02-05,13:39,Residential,CP_8514,18.160464,86.372206,Mixed,Mixed Wet,798.46,0.67,36.15,49.06,78.42,41.29,11.89,46.97,3.13,5.9,0.4,29.46,77.49,34.41,327,2,78.3,Yes,Dump Truck,2567,20.32,95,4.74,High,Recycling Plant,90.13,42.03,73.95,59.4,67.41,53.82,54.81,525.7,70.13,Low,Landfill
SWM_104618,South Zone,District_A,60,2024-12-22,20:25,Market,CP_2268,31.458405,80.962703,Glass,Container,778.9,0.93,37.2,17.85,23.77,6.09,19.96,0.8,8.77,9.39,1.62,35.76,39.45,17.46,219,4,87.01,No,Auto Tipper,11825,28.9,141,4.54,Moderate,Recycling Plant,54.21,97.87,80.46,55.63,95.09,80.22,44.76,303.32,111.62,Medium,Energy Recovery
SWM_104619,West Zone,District_C,4,2025-05-13,23:57,Hospital,CP_3795,9.311664,77.522851,Mixed,Mixed Wet,362.3,2.58,20.09,50.15,46.89,22.96,16.28,42.35,11.12,1.74,0.65,19.75,75.11,1.89,220,4,98.04,No,Compactor Truck,11657,42.66,75,24.69,High,Recovery Center,3.19,3.19,45.65,38.35,28.94,12.93,27.25,395.52,50.81,Medium,Composting
SWM_104620,South Zone,District_F,11,2025-01-02,14:34,Hospital,CP_9723,17.051754,94.817574,Organic,Food Waste,278.97,10.95,11.88,82.64,40.93,25.47,23.86,39.81,12.27,0.54,3.13,30.51,92.35,7.34,57,7,51.6,No,Auto Tipper,7701,47.17,36,37.36,High,Transfer Station,80.58,97.71,52.72,72.82,88.12,41.43,8.11,70.97,111.07,Medium,Landfill
SWM_104621,Urban Zone,District_D,58,2025-01-12,12:05,Hospital,CP_4030,8.058806,77.196932,Mixed,Municipal Mixed,683.46,4.89,21.73,13.06,2.78,32.37,13.02,0.72,1.24,8.52,1.23,31.44,46.02,24.32,236,10,29.99,No,Dump Truck,10913,38.7,48,35.27,High,Recovery Center,60.14,37.6,30.65,36.28,36.64,51.06,36.78,368.38,17.01,Medium,Composting
SWM_104622,Suburban Zone,District_A,7,2024-09-14,18:31,Commercial,CP_7903,15.975738,88.927631,Plastic,Plastic Bags,611.29,8.18,33.98,44.62,14.57,48.31,34.8,56.5,8.54,4.66,8.69,29.02,40.11,60.29,321,10,33.57,Yes,Mini Truck,1555,46.38,86,18.77,Moderate,Waste Processing Unit,65.49,58.41,58.5,93.1,5.58,61.37,26.25,109.84,11.29,Medium,Composting
SWM_104623,East Zone,District_E,40,2025-04-06,19:53,Industrial,CP_6028,32.072137,79.565312,Paper,Cardboard,565.14,11.2,77.65,24.22,50.83,14.9,1.96,54.48,10.57,8.35,2.73,25.53,35.33,34.18,317,3,28.48,Yes,Auto Tipper,4141,44.22,44,38.9,Moderate,Transfer Station,90.81,14.68,21.1,36.05,19.96,68.66,74.72,463.57,72.11,High,Recycling
SWM_104624,Suburban Zone,District_G,51,2025-01-25,14:37,Hospital,CP_2074,15.358235,71.504474,Plastic,Plastic Bags,400.65,10.69,28.33,32.63,57.41,17.13,34.88,51.94,13.5,7.7,0.59,32.33,55.72,55.44,304,3,72.4,No,Compactor Truck,10922,45.37,122,22.57,Low,Recycling Plant,75.4,24.29,64.06,61.17,33.46,50.39,98.96,431.85,56.13,High,Energy Recovery
SWM_104625,North Zone,District_G,28,2024-11-26,10:37,Residential,CP_3758,28.530276,79.106086,Glass,Jar,267.57,6.13,43.15,95.04,78.31,16.2,2.66,12.12,13.9,1.52,6.18,19.06,58.02,48.83,330,7,76.85,Yes,Mini Truck,7724,31.16,96,20.43,Low,Recycling Plant,62.46,70.12,64.77,88.35,11.43,95.81,67.74,150.76,52.55,Low,Energy Recovery
SWM_104626,Central Zone,District_A,19,2025-07-18,13:19,Hospital,CP_1162,16.962632,88.790422,Plastic,HDPE,796.52,10.45,78.27,41.2,34.87,10.18,14.86,37.74,12.63,0.59,9.46,24.56,35.02,47.75,189,2,70.97,No,Electric Vehicle,1066,34.58,175,11.59,High,Recovery Center,95.84,59.79,82.17,91.49,40.02,23.13,64.0,228.47,49.21,Medium,Energy Recovery
SWM_104627,West Zone,District_H,31,2025-01-18,05:53,Institutional,CP_4548,11.987912,91.780166,Organic,Fruit Waste,628.5,7.72,37.36,96.97,28.72,30.94,5.95,8.44,14.33,7.27,0.26,35.24,23.55,89.32,182,1,24.39,No,Electric Vehicle,1501,22.71,74,16.34,Low,Recycling Plant,59.18,21.24,69.29,53.58,33.52,77.34,60.33,542.86,64.77,Low,Recycling
SWM_104628,Suburban Zone,District_G,47,2025-01-04,16:00,Industrial,CP_9087,17.184683,68.159772,Metal,Copper,465.2,10.85,16.07,97.74,51.45,12.29,37.85,59.39,0.45,9.54,2.63,37.87,41.07,54.6,126,6,41.58,No,Compactor Truck,1224,43.51,24,32.53,Low,Composting Facility,73.15,95.91,14.32,57.8,94.57,46.37,88.83,45.91,113.69,Medium,Landfill
SWM_104629,Central Zone,District_B,21,2024-10-10,14:11,Commercial,CP_6297,9.467345,69.705849,Metal,Iron,301.45,10.07,12.35,92.88,17.83,2.47,22.55,49.76,14.59,2.37,8.49,21.83,76.16,3.91,131,2,51.05,No,Mini Truck,11588,48.87,170,6.89,Moderate,Recycling Plant,60.09,82.96,20.72,80.25,30.63,40.22,75.11,501.0,39.77,Low,Landfill
SWM_104630,East Zone,District_C,5,2024-11-06,04:40,Institutional,CP_3273,14.391088,84.21745,Metal,Iron,469.31,1.24,53.23,63.62,7.87,40.82,20.04,36.06,7.78,4.82,2.99,27.88,73.38,75.78,347,4,68.53,Yes,Compactor Truck,5501,48.39,7,22.42,High,Recovery Center,30.14,59.4,77.86,88.21,49.35,35.75,84.95,276.46,115.93,Medium,Landfill
SWM_104631,North Zone,District_H,19,2025-06-26,22:55,Market,CP_4260,20.526409,96.60612,Mixed,Mixed Wet,96.64,4.27,28.6,99.38,68.69,36.91,36.71,54.94,2.98,3.41,0.48,26.33,73.53,85.56,165,2,55.58,No,Compactor Truck,4972,10.96,42,3.72,Moderate,Composting Facility,24.9,8.3,99.04,14.65,81.21,37.27,61.92,341.04,11.46,Low,Composting
SWM_104632,Central Zone,District_E,57,2024-11-01,08:13,Residential,CP_3297,34.293503,94.111098,Glass,Bottle,252.47,1.77,13.63,84.47,46.68,18.72,13.63,32.78,4.08,0.2,4.15,41.65,80.23,109.39,130,4,73.15,Yes,Compactor Truck,8840,3.94,113,19.73,Low,Composting Facility,2.12,96.97,68.11,1.62,96.25,37.3,14.9,447.8,22.57,Low,Composting
SWM_104633,South Zone,District_B,60,2024-08-05,22:21,Institutional,CP_6355,14.429118,70.536677,Plastic,PET,567.4,2.71,74.34,62.01,31.16,48.6,7.89,45.7,2.3,2.23,1.28,43.26,55.6,100.51,228,5,24.5,Yes,Auto Tipper,7083,35.46,89,19.12,High,Recycling Plant,98.74,79.31,92.77,47.44,81.08,20.79,70.17,583.4,75.22,High,Recycling
SWM_104634,Suburban Zone,District_G,45,2025-07-12,04:22,Commercial,CP_2843,8.641845,78.009938,Metal,Aluminum,485.02,1.57,39.15,45.09,70.36,28.52,21.9,21.92,5.76,5.63,1.64,30.65,58.05,82.41,195,9,67.59,Yes,Mini Truck,11057,20.3,120,22.17,Moderate,Recovery Center,1.95,68.73,23.23,83.27,72.34,15.98,32.2,458.65,86.06,High,Energy Recovery
SWM_104635,Central Zone,District_G,13,2025-01-31,07:26,Industrial,CP_1378,23.613529,76.547183,Mixed,General Waste,427.46,11.9,39.26,52.5,64.22,1.41,36.68,50.86,8.23,5.35,9.13,37.04,77.42,27.57,272,4,20.79,Yes,Auto Tipper,9787,26.92,91,6.12,High,Composting Facility,41.52,63.15,60.52,68.96,14.16,24.36,69.68,143.06,29.79,Medium,Energy Recovery
SWM_104636,Industrial Zone,District_D,14,2025-03-09,19:30,Industrial,CP_5223,27.573624,89.088319,Glass,Bottle,247.72,10.49,75.95,59.96,66.11,48.9,37.61,7.66,5.7,7.23,0.88,21.7,50.13,0.75,321,6,55.28,Yes,Compactor Truck,3778,24.17,170,28.91,Moderate,Composting Facility,9.04,44.22,96.26,87.75,71.46,97.8,9.19,180.6,21.17,High,Landfill
SWM_104637,Industrial Zone,District_A,26,2024-10-28,07:43,Market,CP_9621,30.146477,92.881084,Mixed,Municipal Mixed,520.13,3.25,15.44,54.46,11.86,8.09,22.31,5.83,13.7,2.06,8.27,33.51,31.63,116.73,185,4,61.57,Yes,Auto Tipper,11144,15.49,10,10.62,Low,Transfer Station,12.97,56.08,62.01,58.04,84.17,6.92,2.83,513.54,18.79,Medium,Recycling
SWM_104638,South Zone,District_C,31,2025-03-15,23:06,Market,CP_1078,12.191945,83.61098,Glass,Container,337.23,8.07,21.17,84.06,17.37,21.59,0.89,57.85,4.36,5.33,4.77,28.84,33.57,74.32,223,5,64.45,No,Auto Tipper,6979,26.97,169,22.88,Moderate,Waste Processing Unit,65.04,86.04,22.94,77.08,81.57,74.45,81.82,363.78,7.52,Low,Energy Recovery
SWM_104639,Suburban Zone,District_C,26,2024-10-08,20:17,Hospital,CP_9196,28.174983,93.000516,Mixed,Municipal Mixed,225.68,8.98,14.51,64.62,4.57,27.37,35.08,22.73,2.8,6.78,8.46,26.17,62.95,79.19,191,2,51.23,Yes,Electric Vehicle,1864,4.98,29,33.55,Low,Recovery Center,83.78,10.21,58.81,73.21,9.28,84.64,35.43,369.53,48.3,Low,Recycling
SWM_104640,Suburban Zone,District_A,26,2024-10-02,15:04,Commercial,CP_9139,23.321948,87.082526,Plastic,PET,572.39,4.95,14.46,34.32,66.77,29.49,17.91,40.21,12.26,8.82,7.22,20.43,36.77,115.83,194,6,77.87,No,Dump Truck,7709,53.61,91,22.16,Low,Transfer Station,10.03,14.21,95.79,34.18,38.75,97.43,47.64,47.74,67.8,Medium,Energy Recovery
SWM_104641,South Zone,District_E,12,2024-10-09,12:25,Commercial,CP_9816,29.179664,83.705125,Mixed,General Waste,525.14,6.28,24.15,8.83,1.26,34.34,15.51,30.71,1.76,5.55,2.48,40.01,64.79,7.53,68,5,37.19,No,Mini Truck,10958,14.82,83,32.53,Low,Composting Facility,48.88,64.37,48.72,40.62,82.35,82.27,84.15,575.9,43.05,Low,Composting
SWM_104642,East Zone,District_C,52,2024-11-23,00:13,Industrial,CP_9432,28.48927,77.800632,Mixed,Mixed Dry,716.29,6.44,36.62,0.76,53.97,22.75,3.82,22.88,7.7,3.32,7.7,37.86,28.73,61.64,166,1,56.77,Yes,Mini Truck,2787,45.42,176,20.48,Low,Recovery Center,31.77,46.91,47.54,18.19,35.75,41.39,5.53,392.57,29.27,High,Energy Recovery
SWM_104643,North Zone,District_E,47,2024-08-23,06:01,Industrial,CP_3796,17.845161,73.207674,Paper,Newspaper,599.53,6.72,21.86,19.72,18.18,47.93,18.98,55.76,14.87,5.1,0.85,39.9,65.78,8.83,244,5,59.15,No,Auto Tipper,1572,40.08,171,18.85,High,Recovery Center,57.68,93.5,14.07,48.44,0.84,43.68,20.7,167.17,31.57,High,Energy Recovery
SWM_104644,Suburban Zone,District_D,59,2024-11-21,14:13,Industrial,CP_6841,30.022093,82.733326,Organic,Food Waste,316.72,0.21,76.03,0.01,64.63,36.37,4.84,37.22,0.17,2.24,2.41,44.48,62.81,1.08,326,8,30.31,Yes,Electric Vehicle,4119,12.32,79,33.23,High,Transfer Station,67.87,48.31,81.08,47.4,81.59,21.92,92.92,576.06,78.35,Medium,Recycling
SWM_104645,Suburban Zone,District_F,54,2025-03-21,00:30,Market,CP_3598,26.382899,84.392504,Paper,Office Paper,357.56,2.31,21.38,65.24,37.38,11.28,3.68,57.55,10.33,1.91,7.5,22.57,64.19,68.07,282,7,28.66,Yes,Dump Truck,9756,40.17,69,23.18,Moderate,Recovery Center,80.2,90.82,70.73,30.34,32.73,31.19,86.36,310.59,115.23,Medium,Landfill
SWM_104646,East Zone,District_A,24,2024-10-22,03:17,Residential,CP_2983,26.994463,85.483937,Plastic,PET,721.13,7.16,74.94,49.88,47.89,12.96,35.05,16.68,14.45,3.86,4.35,31.28,48.76,69.01,226,1,72.0,Yes,Compactor Truck,8010,11.16,137,33.56,Moderate,Recovery Center,66.11,74.4,94.0,80.95,61.7,30.36,59.69,73.45,76.39,Medium,Recycling
SWM_104647,Urban Zone,District_H,28,2025-07-17,18:09,Hospital,CP_2988,20.528611,88.123873,Glass,Jar,240.24,7.51,72.75,10.36,54.21,48.51,35.04,8.67,6.71,2.39,0.72,39.33,82.31,78.66,54,3,27.3,No,Electric Vehicle,5057,5.55,117,23.23,Moderate,Transfer Station,90.21,17.58,63.14,49.94,25.71,42.09,45.27,124.26,25.14,Medium,Landfill
SWM_104648,Urban Zone,District_E,47,2025-04-27,09:27,Commercial,CP_2698,27.462104,71.691221,Paper,Cardboard,628.79,10.2,14.68,94.41,78.21,2.69,0.14,56.88,1.36,2.69,4.74,22.27,51.16,111.27,226,7,90.98,No,Mini Truck,2500,10.11,107,37.88,Low,Transfer Station,71.09,97.07,17.71,6.51,41.51,98.89,45.56,401.23,66.84,High,Composting
SWM_104649,East Zone,District_C,39,2024-12-28,05:16,Commercial,CP_7517,33.974132,93.208771,Paper,Cardboard,770.05,7.4,52.71,6.35,24.68,17.99,20.16,7.38,8.04,2.64,9.7,23.57,33.05,61.72,324,2,94.05,No,Auto Tipper,4292,7.54,173,36.87,High,Waste Processing Unit,10.78,17.2,15.84,23.03,75.11,42.47,81.14,223.81,58.96,Medium,Landfill
